domain,condition,order,metric,metric_label,n_attempted,n_valid,n_execution_errors,n_missing_metric,success_only,numerator,value,sd,lower,upper,error_minus,error_plus,error_type,source_csv
tomato,ours,0,success,Task success (%),200,200,0,0,0,190.0,95.0,0.21849186132974538,91.0421851861224,97.2617354399236,3.9578148138776044,2.261735439923598,95% Wilson CI,01_processed/episodes.csv
tomato,ours,0,questions,Questions per episode,200,200,0,0,0,1800.0,9.0,2.187217318418531,8.84534038022176,9.15465961977824,0.15465961977823994,0.15465961977823994,mean +/- 1 SE,01_processed/episodes.csv
tomato,ours,0,steps,Physical/planning steps,200,200,0,0,0,2882.0,14.41,5.470055533327651,14.023208663891703,14.796791336108297,0.3867913361082973,0.3867913361082973,mean +/- 1 SE,01_processed/episodes.csv
tomato,ours,0,seconds,Logged episode time (s),200,200,0,0,0,244.21350000000015,1.2210675,1.084772065071528,1.1443625316746187,1.2977724683253813,0.07670496832538132,0.07670496832538132,mean +/- 1 SE,01_processed/episodes.csv
tomato,ours,0,questions_success_only,Questions (successful episodes),200,190,0,0,1,1753.0,9.226315789473684,1.876149976875039,9.090205564486956,9.362426014460413,0.1361102249867283,0.1361102249867283,mean +/- 1 SE,01_processed/episodes.csv
tomato,ours,0,steps_success_only,Steps (successful episodes),200,190,0,0,1,2655.0,13.973684210526315,1.1475034346587405,13.890435561649857,14.056932859402773,0.08324864887645766,0.08324864887645766,mean +/- 1 SE,01_processed/episodes.csv
tomato,ours,0,reward,Cumulative reward,200,200,0,0,0,5015.0,25.075,27.484474831874078,23.131554146903085,27.018445853096914,1.9434458530969145,1.9434458530969145,mean +/- 1 SE,01_processed/episodes.csv
tomato,query_action_pomcp,1,success,Task success (%),200,200,0,0,0,118.0,59.0,0.49306751859096054,52.07645903369208,65.58432509151712,6.923540966307918,6.584325091517115,95% Wilson CI,01_processed/episodes.csv
tomato,query_action_pomcp,1,questions,Questions per episode,200,200,0,0,0,239.0,1.195,1.545613016893281,1.0857086554664563,1.3042913445335438,0.10929134453354372,0.10929134453354372,mean +/- 1 SE,01_processed/episodes.csv
tomato,query_action_pomcp,1,steps,Physical/planning steps,200,200,0,0,0,3340.0,16.7,6.919493983299979,16.210717888202907,17.18928211179709,0.4892821117970918,0.4892821117970918,mean +/- 1 SE,01_processed/episodes.csv
tomato,query_action_pomcp,1,seconds,Logged episode time (s),200,200,0,0,0,395.05920000000015,1.975296,1.0580619480035491,1.9004797221651242,2.050112277834876,0.07481627783487577,0.07481627783487599,mean +/- 1 SE,01_processed/episodes.csv
tomato,query_action_pomcp,1,questions_success_only,Questions (successful episodes),200,118,0,0,1,153.0,1.2966101694915255,1.0884735805807109,1.1964080544379747,1.3968122845450763,0.10020211505355081,0.10020211505355081,mean +/- 1 SE,01_processed/episodes.csv
